Input,Output Albicans GeneID,Paralog count,Name,Merged
CLUG_01475,C3_06180C_A,2,TSA1,CLUG_01475 (TSA1)
CLUG_01476,C6_00900C_A,0,N/A,CLUG_01476
CLUG_01477,C1_07440W_A,0,N/A,CLUG_01477
CLUG_01478,C1_03090W_A,0,RPS1,CLUG_01478 (RPS1)
CLUG_01479,C6_00870C_A,0,ILV5,CLUG_01479 (ILV5)
CLUG_01480,C1_07380C_A,0,KSP1,CLUG_01480 (KSP1)
CLUG_01481,CR_08020C_A,0,NOP10,CLUG_01481 (NOP10)
CLUG_01482,CR_08030C_A,0,FGR32,CLUG_01482 (FGR32)
CLUG_01483,C4_06470W_A,0,N/A,CLUG_01483
CLUG_01484,C4_06480C_A,2,CEK1,CLUG_01484 (CEK1)
CLUG_01485,CR_07590W_A,0,EMP24,CLUG_01485 (EMP24)
CLUG_01486,C2_05250C_A,2,AAT1,CLUG_01486 (AAT1)
CLUG_01487,C1_05510C_A,1,RPS27A,CLUG_01487 (RPS27A)
CLUG_01488,C6_03830W_A,2,SAL6,CLUG_01488 (SAL6)
CLUG_01489,CR_07640C_A,0,N/A,CLUG_01489
CLUG_01490,CR_07660C_A,0,N/A,CLUG_01490
CLUG_01491,CR_07710W_A,0,ARO2,CLUG_01491 (ARO2)
CLUG_01492,CR_07460C_A,0,N/A,CLUG_01492
CLUG_01494,C2_10230W_A,0,N/A,CLUG_01494
CLUG_01495,CR_07420W_A,0,KGD2,CLUG_01495 (KGD2)
CLUG_01497,C2_07830W_A,2,FLC3,CLUG_01497 (FLC3)
CLUG_01498,CR_07090W_A,0,STT4,CLUG_01498 (STT4)
CLUG_01499,CR_07090W_A,0,STT4,CLUG_01499 (STT4)
CLUG_01500,CR_07080W_A,0,TIF6,CLUG_01500 (TIF6)
CLUG_01501,C2_03390C_A,1,HSP78,CLUG_01501 (HSP78)
CLUG_01502,C2_09580W_A,1,AGE2,CLUG_01502 (AGE2)
CLUG_01504,CR_07270C_A,1,HGT16,CLUG_01504 (HGT16)
CLUG_01505,CR_07250C_A,0,N/A,CLUG_01505
CLUG_01506,CR_07470W_A,0,N/A,CLUG_01506
CLUG_01507,C1_10560C_A,1,N/A,CLUG_01507
CLUG_01508,CR_08000C_A,0,N/A,CLUG_01508
CLUG_01509,CR_08300C_A,0,NTE1,CLUG_01509 (NTE1)
CLUG_01510,CR_07360W_A,0,PIF1,CLUG_01510 (PIF1)
CLUG_01511,CR_07360W_A,0,PIF1,CLUG_01511 (PIF1)
CLUG_01512,CR_07350W_A,0,N/A,CLUG_01512
CLUG_01513,CR_07340C_A,0,N/A,CLUG_01513
CLUG_01514,CR_07330W_A,0,SMX4,CLUG_01514 (SMX4)
CLUG_01515,CR_07320C_A,0,MRPL4,CLUG_01515 (MRPL4)
CLUG_01516,CR_07370W_A,0,N/A,CLUG_01516
CLUG_01517,CR_07380C_A,0,KSR1,CLUG_01517 (KSR1)
CLUG_01518,CR_07390C_A,0,MRPL8,CLUG_01518 (MRPL8)
CLUG_01519,CR_09640C_A,0,N/A,CLUG_01519
CLUG_01520,C7_02960C_A,0,N/A,CLUG_01520
CLUG_01521,CR_09650W_A,0,WAL1,CLUG_01521 (WAL1)
CLUG_01522,CR_09660W_A,0,N/A,CLUG_01522
CLUG_01523,CR_09670C_A,0,N/A,CLUG_01523
CLUG_01524,C7_00480W_A,2,FGR2,CLUG_01524 (FGR2)
CLUG_01525,C1_08230C_A,4,PLB5,CLUG_01525 (PLB5)
CLUG_01526,C6_02640C_A,0,N/A,CLUG_01526
CLUG_01528,C6_01970C_A,0,RPL25,CLUG_01528 (RPL25)
CLUG_01529,C6_01980C_A,0,N/A,CLUG_01529
CLUG_01530,C6_02190C_A,0,N/A,CLUG_01530
CLUG_01531,C6_02180W_A,0,N/A,CLUG_01531
CLUG_01532,C6_02170C_A,0,SWD3,CLUG_01532 (SWD3)
CLUG_01533,C1_03470C_A,2,N/A,CLUG_01533
CLUG_01534,C6_02150C_A,1,LPE10,CLUG_01534 (LPE10)
CLUG_01535,C6_02140W_A,2,N/A,CLUG_01535
CLUG_01537,CR_10370W_A,0,HCR1,CLUG_01537 (HCR1)
CLUG_01539,C1_01300W_A,2,N/A,CLUG_01539
CLUG_01540,C4_03890W_A,0,PTP2,CLUG_01540 (PTP2)
CLUG_01543,CR_10390W_A,0,N/A,CLUG_01543
CLUG_01544,CR_10400W_A,0,N/A,CLUG_01544
CLUG_01545,CR_10410C_A,0,PNO1,CLUG_01545 (PNO1)
CLUG_01546,C1_02960C_A,1,N/A,CLUG_01546
CLUG_01548,CR_10440W_A,0,N/A,CLUG_01548
CLUG_01549,CR_10450C_A,0,SPT3,CLUG_01549 (SPT3)
CLUG_01550,C5_04150C_A,0,N/A,CLUG_01550
CLUG_01551,C5_04160W_A,0,SDC1,CLUG_01551 (SDC1)
CLUG_01552,C5_04170W_A,0,N/A,CLUG_01552
CLUG_01553,C1_01550W_A,0,VPS17,CLUG_01553 (VPS17)
CLUG_01554,C1_01520C_A,1,SOD2,CLUG_01554 (SOD2)
CLUG_01555,C5_02830W_A,0,N/A,CLUG_01555
CLUG_01557,C6_00360C_A,0,N/A,CLUG_01557
CLUG_01558,C1_12410C_A,1,PKH2,CLUG_01558 (PKH2)
CLUG_01559,C6_00340C_A,0,OCT1,CLUG_01559 (OCT1)
CLUG_01560,C3_02780W_A,1,SES1,CLUG_01560 (SES1)
CLUG_01562,C6_00410C_A,0,SRO77,CLUG_01562 (SRO77)
CLUG_01563,C6_00420W_A,0,DPM2,CLUG_01563 (DPM2)
CLUG_01564,C6_00430C_A,0,N/A,CLUG_01564
CLUG_01565,C5_00460C_A,4,FET33,CLUG_01565 (FET33)
CLUG_01567,C2_08690C_A,4,N/A,CLUG_01567
CLUG_01568,C6_00500C_A,0,N/A,CLUG_01568
CLUG_01569,C6_00510C_A,0,RAD52,CLUG_01569 (RAD52)
CLUG_01570,C6_00530C_A,0,N/A,CLUG_01570
CLUG_01571,C2_03180C_A,0,TOM1,CLUG_01571 (TOM1)
CLUG_01572,C2_03180C_A,0,TOM1,CLUG_01572 (TOM1)
CLUG_01573,C2_03170W_A,0,N/A,CLUG_01573
CLUG_01576,C2_03240C_A,0,ROM2,CLUG_01576 (ROM2)
CLUG_01579,C6_01140C_A,0,ARC18,CLUG_01579 (ARC18)
CLUG_01580,C6_01120C_A,1,N/A,CLUG_01580
CLUG_01581,C6_01120C_A,1,N/A,CLUG_01581
CLUG_01582,C1_13070C_A,1,FAD3,CLUG_01582 (FAD3)
CLUG_01583,C6_00600C_A,0,YHM2,CLUG_01583 (YHM2)
CLUG_01584,C6_00590W_A,0,SLY41,CLUG_01584 (SLY41)
CLUG_01585,C6_00570C_A,0,NHX1,CLUG_01585 (NHX1)
CLUG_01586,C6_00560W_A,0,N/A,CLUG_01586
CLUG_01588,C6_00550W_A,0,N/A,CLUG_01588
CLUG_01589,C6_00540W_A,0,MUS81,CLUG_01589 (MUS81)
CLUG_01590,C6_00540W_A,0,MUS81,CLUG_01590 (MUS81)
CLUG_01591,C6_00540W_A,0,MUS81,CLUG_01591 (MUS81)
CLUG_01592,C2_03200W_A,0,PRP3,CLUG_01592 (PRP3)
CLUG_01593,C2_03160C_A,1,RNR1,CLUG_01593 (RNR1)
CLUG_01594,CR_02020C_A,0,OPT1,CLUG_01594 (OPT1)
CLUG_01595,C2_03150C_A,0,N/A,CLUG_01595
CLUG_01596,C5_00080C_A,0,N/A,CLUG_01596
CLUG_01597,C5_00070W_A,1,CDC11,CLUG_01597 (CDC11)
CLUG_01598,C3_04180W_A,0,KRE9,CLUG_01598 (KRE9)
CLUG_01599,C1_02660C_A,0,MGM101,CLUG_01599 (MGM101)
CLUG_01600,C1_02650W_A,0,N/A,CLUG_01600
CLUG_01601,C1_02640C_A,0,TOM20,CLUG_01601 (TOM20)
CLUG_01602,C1_02630C_A,2,EXG2,CLUG_01602 (EXG2)
CLUG_01603,C1_02620C_A,1,HOM6,CLUG_01603 (HOM6)
CLUG_01604,C1_02610W_A,0,IML1,CLUG_01604 (IML1)
CLUG_01605,C2_06690C_A,0,PEX22,CLUG_01605 (PEX22)
CLUG_01606,C2_06860W_A,0,LTE1,CLUG_01606 (LTE1)
CLUG_01608,C2_06820C_A,0,PRE2,CLUG_01608 (PRE2)
CLUG_01609,C2_06810C_A,1,RPL11,CLUG_01609 (RPL11)
CLUG_01611,C2_06780C_A,0,N/A,CLUG_01611
CLUG_01612,C2_06770W_A,0,N/A,CLUG_01612
CLUG_01613,C2_06760C_A,0,N/A,CLUG_01613
CLUG_01614,C2_06750C_A,0,N/A,CLUG_01614
CLUG_01615,C2_06740W_A,0,N/A,CLUG_01615
CLUG_01616,C1_04680W_A,1,PIL1,CLUG_01616 (PIL1)
CLUG_01617,C2_06430C_A,3,SYM1,CLUG_01617 (SYM1)
CLUG_01618,C2_06420C_A,0,RTS1,CLUG_01618 (RTS1)
CLUG_01619,C2_06390C_A,0,IMH3,CLUG_01619 (IMH3)
CLUG_01620,C2_06390C_A,0,IMH3,CLUG_01620 (IMH3)
CLUG_01622,C2_06360C_A,0,MAK16,CLUG_01622 (MAK16)
CLUG_01623,C2_06340W_A,1,EFH1,CLUG_01623 (EFH1)
CLUG_01624,C2_06330C_A,1,AVT1,CLUG_01624 (AVT1)
CLUG_01625,C2_06320W_A,1,N/A,CLUG_01625
CLUG_01626,C2_06310C_A,0,GSP1,CLUG_01626 (GSP1)
CLUG_01627,C2_06300W_A,0,YHC1,CLUG_01627 (YHC1)
CLUG_01629,C2_06260W_A,0,N/A,CLUG_01629
CLUG_01630,C2_06250C_A,0,CDC46,CLUG_01630 (CDC46)
CLUG_01631,C3_05120C_A,0,N/A,CLUG_01631
CLUG_01632,C3_05110W_A,0,N/A,CLUG_01632
CLUG_01633,C2_09320C_A,0,PES1,CLUG_01633 (PES1)
CLUG_01634,C2_09330C_A,0,N/A,CLUG_01634
CLUG_01636,C2_09350W_A,0,TAZ1,CLUG_01636 (TAZ1)
CLUG_01637,C2_09360W_A,0,N/A,CLUG_01637
CLUG_01638,C2_09370C_A,0,KAR3,CLUG_01638 (KAR3)
CLUG_01641,C7_01410C_A,0,NBP2,CLUG_01641 (NBP2)
CLUG_01642,C7_01420W_A,0,GIR2,CLUG_01642 (GIR2)
CLUG_01643,C6_02930W_A,0,N/A,CLUG_01643
CLUG_01645,C3_04640W_A,1,ZCF31,CLUG_01645 (ZCF31)
CLUG_01646,C5_02550C_A,0,UTP13,CLUG_01646 (UTP13)
CLUG_01647,C5_01490C_A,1,N/A,CLUG_01647
CLUG_01648,C5_02590C_A,0,N/A,CLUG_01648
CLUG_01649,C5_02600W_A,0,PUT1,CLUG_01649 (PUT1)
CLUG_01651,C5_02620C_A,0,N/A,CLUG_01651
CLUG_01652,C5_02650C_A,0,IFH1,CLUG_01652 (IFH1)
CLUG_01653,C3_06120C_A,0,GDA1,CLUG_01653 (GDA1)
CLUG_01655,C3_06110C_A,1,N/A,CLUG_01655
CLUG_01656,C3_06110C_A,1,N/A,CLUG_01656
CLUG_01657,C3_06100C_A,0,DED1,CLUG_01657 (DED1)
CLUG_01658,C3_06090C_A,1,OCH1,CLUG_01658 (OCH1)
CLUG_01659,C7_03520W_A,0,PNC1,CLUG_01659 (PNC1)
CLUG_01660,C7_03530C_A,0,ISY1,CLUG_01660 (ISY1)
CLUG_01661,C7_03540C_A,0,ENP2,CLUG_01661 (ENP2)
CLUG_01663,C7_03570W_A,0,ARG4,CLUG_01663 (ARG4)
CLUG_01664,C7_03670W_A,0,DED81,CLUG_01664 (DED81)
CLUG_01665,C7_03660C_A,0,N/A,CLUG_01665
CLUG_01666,C7_03650W_A,0,N/A,CLUG_01666
CLUG_01667,C7_03640C_A,0,N/A,CLUG_01667
CLUG_01668,C7_03630C_A,0,TIM9,CLUG_01668 (TIM9)
CLUG_01670,C2_08050C_A,0,SIT1,CLUG_01670 (SIT1)
CLUG_01671,C2_05360C_A,1,BIO32,CLUG_01671 (BIO32)
CLUG_01672,C1_13630W_A,0,CYB2,CLUG_01672 (CYB2)
CLUG_01673,C1_02570C_A,0,PUT4,CLUG_01673 (PUT4)
CLUG_01674,C1_05990C_A,1,N/A,CLUG_01674
CLUG_01675,C1_00670C_A,2,UGA32,CLUG_01675 (UGA32)
CLUG_01676,CR_08990C_A,0,SLP3,CLUG_01676 (SLP3)
CLUG_01678,CR_08980C_A,0,N/A,CLUG_01678
CLUG_01679,C1_10210C_A,1,CLA4,CLUG_01679 (CLA4)
CLUG_01681,CR_02330C_A,0,KAR4,CLUG_01681 (KAR4)
CLUG_01682,C2_05890C_A,1,IDP1,CLUG_01682 (IDP1)
CLUG_01683,CR_02090C_A,0,CET1,CLUG_01683 (CET1)
CLUG_01684,CR_02790C_A,0,ALG5,CLUG_01684 (ALG5)
CLUG_01686,CR_07400C_A,0,LPD1,CLUG_01686 (LPD1)
CLUG_01687,C1_02700C_A,4,N/A,CLUG_01687
CLUG_01688,C1_02710W_A,0,FRS2,CLUG_01688 (FRS2)
CLUG_01690,C3_07800C_A,0,N/A,CLUG_01690
CLUG_01691,C3_07790W_A,0,STD1,CLUG_01691 (STD1)
CLUG_01693,C3_07770C_A,0,N/A,CLUG_01693
CLUG_01694,C1_11680C_A,0,N/A,CLUG_01694
CLUG_01695,C1_11690W_A,0,N/A,CLUG_01695
CLUG_01697,C1_02430C_A,0,N/A,CLUG_01697
CLUG_01698,C1_02420C_A,2,GSC1,CLUG_01698 (GSC1)
CLUG_01702,C1_02420C_A,2,GSC1,CLUG_01702 (GSC1)
CLUG_01703,C1_02400C_A,0,MNN11,CLUG_01703 (MNN11)
CLUG_01704,C1_02410C_A,1,N/A,CLUG_01704
CLUG_01705,C1_02390W_A,0,N/A,CLUG_01705
CLUG_01706,C1_02380C_A,0,N/A,CLUG_01706
CLUG_01707,C1_02370C_A,0,N/A,CLUG_01707
CLUG_01708,C1_02350W_A,0,TIM21,CLUG_01708 (TIM21)
CLUG_01709,C1_02320C_A,0,N/A,CLUG_01709
CLUG_01710,C1_02310C_A,0,GON7,CLUG_01710 (GON7)
CLUG_01711,C1_02300W_A,0,N/A,CLUG_01711
CLUG_01712,C1_02290C_A,0,N/A,CLUG_01712
CLUG_01713,C1_02280C_A,0,PSY2,CLUG_01713 (PSY2)
CLUG_01714,C1_02270C_A,1,N/A,CLUG_01714
CLUG_01715,C1_02260C_A,0,AGE3,CLUG_01715 (AGE3)
CLUG_01716,C1_02250W_A,0,CWH8,CLUG_01716 (CWH8)
CLUG_01717,C1_02240W_A,0,N/A,CLUG_01717
CLUG_01718,C1_02240W_A,0,N/A,CLUG_01718
CLUG_01720,C1_02230W_A,0,SEP7,CLUG_01720 (SEP7)
CLUG_01721,C1_02220C_A,0,N/A,CLUG_01721
CLUG_01723,C1_02200C_A,0,ATG5,CLUG_01723 (ATG5)
CLUG_01724,C1_02190W_A,0,ABP140,CLUG_01724 (ABP140)
CLUG_01725,C1_02160W_A,0,N/A,CLUG_01725
CLUG_01726,C1_09390W_A,0,N/A,CLUG_01726
CLUG_01727,C1_09380W_A,0,RIM20,CLUG_01727 (RIM20)
CLUG_01728,C1_09370W_A,0,CEF1,CLUG_01728 (CEF1)
CLUG_01729,C6_02110W_A,0,N/A,CLUG_01729
CLUG_01730,C6_02120W_A,0,CHC1,CLUG_01730 (CHC1)
CLUG_01731,C6_02120W_A,0,CHC1,CLUG_01731 (CHC1)
CLUG_01732,C6_02120W_A,0,CHC1,CLUG_01732 (CHC1)
CLUG_01734,C1_14360C_A,2,WSC4,CLUG_01734 (WSC4)
CLUG_01735,C1_14190C_A,1,YPI1,CLUG_01735 (YPI1)
CLUG_01736,C1_14340C_A,0,RIM101,CLUG_01736 (RIM101)
CLUG_01737,C1_14330W_A,0,N/A,CLUG_01737
CLUG_01738,C1_14240W_A,1,RSC8,CLUG_01738 (RSC8)
CLUG_01739,C1_14230C_A,0,IRR1,CLUG_01739 (IRR1)
CLUG_01740,C1_14250C_A,0,N/A,CLUG_01740
CLUG_01741,C1_14260C_A,0,TIF35,CLUG_01741 (TIF35)
CLUG_01742,C1_14270W_A,0,BNA7,CLUG_01742 (BNA7)
CLUG_01745,CR_02800C_A,0,N/A,CLUG_01745
CLUG_01746,C2_03600W_A,3,BMT8,CLUG_01746 (BMT8)
CLUG_01747,C2_01550W_A,0,SMP2,CLUG_01747 (SMP2)
CLUG_01748,C1_05080W_A,7,GPT1,CLUG_01748 (GPT1)
CLUG_01749,C2_01220W_A,0,N/A,CLUG_01749
CLUG_01750,C2_09570C_A,1,N/A,CLUG_01750
CLUG_01751,C4_04930C_A,0,N/A,CLUG_01751
CLUG_01752,C3_06970W_A,0,N/A,CLUG_01752
CLUG_01753,C3_06980W_A,0,HUT1,CLUG_01753 (HUT1)
CLUG_01754,C2_06610C_A,2,N/A,CLUG_01754
CLUG_01755,C2_06610C_A,2,N/A,CLUG_01755
CLUG_01756,C3_06990W_A,0,PFA3,CLUG_01756 (PFA3)
CLUG_01757,C3_00780W_A,2,HOS2,CLUG_01757 (HOS2)
CLUG_01758,C3_06110C_A,1,N/A,CLUG_01758
CLUG_01759,C3_05250C_A,0,N/A,CLUG_01759
CLUG_01760,C1_11030W_A,1,RPL82,CLUG_01760 (RPL82)
CLUG_01761,C3_04090W_A,0,SBP1,CLUG_01761 (SBP1)
CLUG_01763,C1_08210C_A,4,MLT1,CLUG_01763 (MLT1)
CLUG_01764,C1_08210C_A,4,MLT1,CLUG_01764 (MLT1)
CLUG_01765,C1_08210C_A,4,MLT1,CLUG_01765 (MLT1)
CLUG_01766,C1_08210C_A,4,MLT1,CLUG_01766 (MLT1)
CLUG_01767,C3_03230C_A,0,N/A,CLUG_01767
CLUG_01768,C1_09420W_A,9,LIP2,CLUG_01768 (LIP2)
CLUG_01769,C4_00820W_A,0,N/A,CLUG_01769
CLUG_01770,C4_00810C_A,1,N/A,CLUG_01770
CLUG_01771,C4_00800W_A,0,N/A,CLUG_01771
CLUG_01772,C4_00790C_A,0,MLH1,CLUG_01772 (MLH1)
CLUG_01774,C4_00770C_A,0,N/A,CLUG_01774
CLUG_01777,C4_00710W_A,0,N/A,CLUG_01777
CLUG_01778,C4_00500W_A,0,N/A,CLUG_01778
CLUG_01779,C1_07230W_A,2,PHO15,CLUG_01779 (PHO15)
CLUG_01780,C1_04700C_A,2,N/A,CLUG_01780
CLUG_01781,C4_00750C_A,0,N/A,CLUG_01781
CLUG_01782,C4_00740W_A,0,N/A,CLUG_01782
CLUG_01783,C1_04930C_A,1,N/A,CLUG_01783
CLUG_01784,C2_05450C_A,1,MDJ2,CLUG_01784 (MDJ2)
CLUG_01785,C4_00590C_A,0,N/A,CLUG_01785
CLUG_01786,C4_00580W_A,0,N/A,CLUG_01786
CLUG_01787,C4_00570C_A,0,PCT1,CLUG_01787 (PCT1)
CLUG_01788,C4_00560C_A,0,MMM1,CLUG_01788 (MMM1)
CLUG_01789,C5_02440C_A,0,BUD32,CLUG_01789 (BUD32)
CLUG_01791,C5_02520W_A,0,N/A,CLUG_01791
CLUG_01792,C5_04620C_A,0,N/A,CLUG_01792
CLUG_01793,C5_04630W_A,0,SPT4,CLUG_01793 (SPT4)
CLUG_01794,C5_04640C_A,0,N/A,CLUG_01794
CLUG_01795,C5_04650C_A,0,MSM1,CLUG_01795 (MSM1)
CLUG_01796,C5_04660C_A,0,TIP1,CLUG_01796 (TIP1)
CLUG_01797,C5_04670W_A,0,SRP101,CLUG_01797 (SRP101)
CLUG_01798,C5_04680W_A,0,PSD2,CLUG_01798 (PSD2)
CLUG_01799,C5_04700C_A,0,MES1,CLUG_01799 (MES1)
CLUG_01800,C5_04710W_A,0,HER2,CLUG_01800 (HER2)
CLUG_01801,C5_04720C_A,0,N/A,CLUG_01801
CLUG_01802,C5_04730C_A,0,SSD1,CLUG_01802 (SSD1)
CLUG_01803,C5_04740C_A,0,HYS2,CLUG_01803 (HYS2)
CLUG_01804,CR_01010W_A,0,TEN1,CLUG_01804 (TEN1)
CLUG_01805,C5_04970C_A,0,PPR1,CLUG_01805 (PPR1)
CLUG_01806,C5_04950C_A,0,N/A,CLUG_01806
CLUG_01808,C5_04780W_A,0,ASH2,CLUG_01808 (ASH2)
CLUG_01809,C5_04790C_A,0,N/A,CLUG_01809
CLUG_01810,C4_02900C_A,1,CRH11,CLUG_01810 (CRH11)
CLUG_01811,C5_04810W_A,1,PFK1,CLUG_01811 (PFK1)
CLUG_01813,C5_04840C_A,0,N/A,CLUG_01813
CLUG_01814,C5_04850W_A,0,N/A,CLUG_01814
CLUG_01815,C5_04870W_A,0,N/A,CLUG_01815
CLUG_01816,C5_04880C_A,0,PUT2,CLUG_01816 (PUT2)
CLUG_01817,C5_04890C_A,0,N/A,CLUG_01817
CLUG_01818,C5_04900C_A,0,N/A,CLUG_01818
CLUG_01819,C5_04910W_A,0,N/A,CLUG_01819
CLUG_01820,C4_07100C_A,1,N/A,CLUG_01820
CLUG_01821,C5_04750C_A,0,HAS1,CLUG_01821 (HAS1)
CLUG_01822,C5_04990W_A,0,N/A,CLUG_01822
CLUG_01823,C3_00890C_A,1,N/A,CLUG_01823
CLUG_01824,C5_05020C_A,0,N/A,CLUG_01824
CLUG_01825,C5_05030C_A,0,RIM13,CLUG_01825 (RIM13)
CLUG_01826,C5_05040W_A,0,GPI10,CLUG_01826 (GPI10)
CLUG_01827,C1_08330C_A,4,ADH2,CLUG_01827 (ADH2)
CLUG_01829,C3_06290W_A,1,N/A,CLUG_01829
CLUG_01830,C5_05080W_A,0,GRF10,CLUG_01830 (GRF10)
CLUG_01831,C5_05090W_A,0,MSS2,CLUG_01831 (MSS2)
CLUG_01832,C3_03810W_A,1,RAD53,CLUG_01832 (RAD53)
CLUG_01836,C5_05110C_A,0,TIP20,CLUG_01836 (TIP20)
CLUG_01837,C2_07310W_A,1,CCT5,CLUG_01837 (CCT5)
CLUG_01838,C1_06700W_A,0,N/A,CLUG_01838
CLUG_01841,C1_06710W_A,0,KIN28,CLUG_01841 (KIN28)
CLUG_01842,C1_06720C_A,0,N/A,CLUG_01842
CLUG_01843,C4_03360C_A,0,VTC4,CLUG_01843 (VTC4)
CLUG_01844,C4_03110W_A,0,N/A,CLUG_01844
CLUG_01845,C2_08100W_A,3,N/A,CLUG_01845
CLUG_01846,C4_03120C_A,0,BUB1,CLUG_01846 (BUB1)
CLUG_01848,C4_03130W_A,0,N/A,CLUG_01848
CLUG_01850,C4_03140C_A,0,N/A,CLUG_01850
CLUG_01851,C4_03150W_A,0,N/A,CLUG_01851
CLUG_01852,C4_03550W_A,0,RAD2,CLUG_01852 (RAD2)
CLUG_01853,C4_03560W_A,0,N/A,CLUG_01853
CLUG_01855,C5_02410C_A,0,N/A,CLUG_01855
CLUG_01856,C5_04270C_A,0,SAH1,CLUG_01856 (SAH1)
CLUG_01858,C4_05880W_A,1,GAT1,CLUG_01858 (GAT1)
CLUG_01859,C5_04290C_A,0,N/A,CLUG_01859
CLUG_01860,C1_05930C_A,1,N/A,CLUG_01860
CLUG_01862,C5_04310W_A,0,N/A,CLUG_01862
CLUG_01863,C5_04360C_A,0,N/A,CLUG_01863
CLUG_01864,C5_04350C_A,0,N/A,CLUG_01864
CLUG_01865,C4_02450W_A,1,N/A,CLUG_01865
CLUG_01866,C5_04420W_A,0,N/A,CLUG_01866
CLUG_01867,C5_04440C_A,0,SFC1,CLUG_01867 (SFC1)
CLUG_01868,C1_09000W_A,0,N/A,CLUG_01868
CLUG_01869,C1_08990C_A,0,KEX2,CLUG_01869 (KEX2)
CLUG_01870,C1_08980C_A,0,ZWF1,CLUG_01870 (ZWF1)
CLUG_01871,C2_06880C_A,1,PRB1,CLUG_01871 (PRB1)
CLUG_01872,C1_08740C_A,0,SEC24,CLUG_01872 (SEC24)
CLUG_01874,C1_08730W_A,0,N/A,CLUG_01874
CLUG_01875,C1_08710W_A,0,N/A,CLUG_01875
CLUG_01878,C1_10000C_A,0,CPP1,CLUG_01878 (CPP1)
CLUG_01879,C1_09020W_A,0,N/A,CLUG_01879
CLUG_01880,C1_12360C_A,1,RIB3,CLUG_01880 (RIB3)
CLUG_01881,C5_04470C_A,0,N/A,CLUG_01881
CLUG_01882,C2_03340W_A,0,N/A,CLUG_01882
CLUG_01883,C2_03330C_A,0,HOG1,CLUG_01883 (HOG1)
CLUG_01884,C6_01150W_A,0,CDC20,CLUG_01884 (CDC20)
CLUG_01886,C2_03310C_A,0,VPS20,CLUG_01886 (VPS20)
CLUG_01887,C2_03300W_A,0,HEM2,CLUG_01887 (HEM2)
CLUG_01888,C2_03290W_A,0,N/A,CLUG_01888
CLUG_01889,C2_03280W_A,0,NSP1,CLUG_01889 (NSP1)
CLUG_01890,C1_04320W_A,1,GPM2,CLUG_01890 (GPM2)
CLUG_01891,C2_03260W_A,0,N/A,CLUG_01891
CLUG_01893,C3_00320W_A,1,RHR2,CLUG_01893 (RHR2)
CLUG_01895,CR_05220C_A,0,GUT1,CLUG_01895 (GUT1)
CLUG_01896,C5_02530W_A,0,UAP1,CLUG_01896 (UAP1)
CLUG_01897,C1_03190C_A,2,ECM33,CLUG_01897 (ECM33)
CLUG_01898,C1_06000W_A,1,N/A,CLUG_01898
CLUG_01900,C5_02480W_A,0,FIP1,CLUG_01900 (FIP1)
CLUG_01901,C5_02490C_A,0,TIF5,CLUG_01901 (TIF5)
CLUG_01902,C5_04610W_A,0,N/A,CLUG_01902
CLUG_01904,C5_02500C_A,0,N/A,CLUG_01904
CLUG_01905,C5_04600C_A,0,GRR1,CLUG_01905 (GRR1)
CLUG_01906,C5_04580C_A,0,CSU57,CLUG_01906 (CSU57)
CLUG_01907,C5_04570C_A,0,URA7,CLUG_01907 (URA7)
CLUG_01908,C5_04550W_A,0,N/A,CLUG_01908
CLUG_01909,C5_04540C_A,0,N/A,CLUG_01909
CLUG_01910,C3_01850W_A,1,N/A,CLUG_01910
CLUG_01911,C5_04520W_A,0,TIP41,CLUG_01911 (TIP41)
CLUG_01912,C2_08100W_A,3,N/A,CLUG_01912
CLUG_01913,C6_02650C_A,0,N/A,CLUG_01913
CLUG_01914,C6_02660C_A,2,N/A,CLUG_01914
CLUG_01915,C7_01990C_A,2,N/A,CLUG_01915
CLUG_01916,C1_03680W_A,1,ENG1,CLUG_01916 (ENG1)
CLUG_01917,C3_04200W_A,1,AGT1,CLUG_01917 (AGT1)
CLUG_01918,C5_00270W_A,0,PGA14,CLUG_01918 (PGA14)
CLUG_01919,C5_00150C_A,0,N/A,CLUG_01919
CLUG_01920,C5_00160W_A,0,N/A,CLUG_01920
CLUG_01921,C5_00170W_A,1,N/A,CLUG_01921
CLUG_01922,C3_01940C_A,2,N/A,CLUG_01922
CLUG_01923,C3_03030C_A,0,ECM14,CLUG_01923 (ECM14)
CLUG_01924,C3_02880W_A,1,N/A,CLUG_01924
CLUG_01925,C3_02870C_A,0,N/A,CLUG_01925
CLUG_01926,C1_10940C_A,0,ERP5,CLUG_01926 (ERP5)
CLUG_01927,C1_10970W_A,0,N/A,CLUG_01927
CLUG_01929,C1_10960W_A,0,N/A,CLUG_01929
CLUG_01930,C1_10950C_A,0,N/A,CLUG_01930
CLUG_01932,C1_10820C_A,0,N/A,CLUG_01932
CLUG_01933,C1_10830W_A,0,BIG1,CLUG_01933 (BIG1)
CLUG_01934,C1_10840C_A,0,N/A,CLUG_01934
CLUG_01935,C1_10860C_A,0,ADA2,CLUG_01935 (ADA2)
CLUG_01936,C1_10890C_A,0,N/A,CLUG_01936
CLUG_01937,C1_10880W_A,0,N/A,CLUG_01937
CLUG_01940,C1_08620W_A,0,CTR2,CLUG_01940 (CTR2)
CLUG_01942,C1_08610C_A,1,N/A,CLUG_01942
